first_name,last_name,variant,state,purchase_freq,is_in_another_exp,result
Quentin,Labreche,A,CA,low,0,0
Nelida,Cork,B,FL,low,1,0
Emerson,Degonia,B,TN,medium,0,0
Rodolfo,Pinilla,B,RI,low,0,0
Yuki,Blackwood,B,WI,high,0,0
Gary,Toyama,B,FL,low,0,0
Scarlet,Mcdoniel,A,PA,low,1,0
Markus,Setter,B,NY,low,0,1
Shonda,Foller,A,NJ,low,0,0
Carissa,Iturbide,B,CA,low,0,0
Jenelle,Ferencz,B,NJ,low,0,0
Bok,Borgman,B,IL,low,0,0
Amie,Foller,A,MD,low,0,0
Rodolfo,Merced,B,NJ,low,0,0
Elli,Parvis,B,CA,low,0,0
Vallie,Venere,A,IN,low,0,1
Delisa,Giguere,B,CA,low,0,0
Lorean,Angalich,B,WY,low,0,0
Theodora,Staback,A,CA,low,0,0
Tyra,Westerbeck,A,NJ,low,0,0
Rikki,Bachman,A,NJ,low,1,0
Maurine,Jacobos,B,FL,low,0,0
Hillary,Tjepkema,A,NY,low,0,0
Bernardine,Liukko,A,WI,low,0,0
Kaitlyn,Cousey,A,CA,low,0,0
Caprice,Maisto,A,NJ,low,0,0
Lorrine,Funnell,A,NJ,low,0,0
Viva,Klimek,B,FL,low,0,0
Dalene,Castros,A,AZ,low,0,1
Krissy,Colaizzo,B,CA,low,0,0
Golda,Varriano,B,FL,medium,1,0
Abel,Scheyer,B,NY,low,0,1
Cecilia,Palaia,B,NY,medium,1,0
Lavera,Schmierer,A,MI,low,0,0
Sharen,Nicolozakes,A,OH,low,0,0
Hillary,Nestle,B,FL,low,0,0
Elly,Tagala,A,NJ,low,0,0
Eun,Latzke,A,WA,low,0,1
Buddy,Stem,A,NJ,low,0,0
Lenna,Chui,B,ME,low,1,0
Lai,Lapage,A,PA,low,0,0
Rozella,Centini,B,CO,low,0,0
Bette,Rulapaugh,A,TN,low,1,0
Raymon,Hiatt,A,UT,medium,0,0
Rodolfo,Raymo,B,IN,low,0,0
Lynelle,Scriven,B,MO,low,1,0
Theola,Rhym,A,NJ,medium,0,0
Fernanda,Coyier,A,WI,low,0,0
Arminda,Hiatt,B,TX,low,0,0
Stephaine,Hamilton,A,MD,medium,0,0
Keneth,Castros,A,NJ,medium,0,0
Kasandra,Gudroe,B,RI,low,0,0
Jamal,Mallett,B,OR,low,0,0
Nicolette,Toelkes,B,NY,low,0,0
Vallie,Inouye,A,CA,low,0,0
Hillary,Eanes,B,PA,low,0,0
Noah,Jeanty,B,NC,low,0,0
Pete,Jayson,B,CA,low,1,0
Arlene,Saylors,A,NJ,low,1,0
Ahmed,Comnick,B,NJ,low,1,0
Eun,Engelberg,A,NY,low,0,0
Adelina,Zagen,B,TX,low,0,0
Glory,Brucato,B,TX,low,0,0
Alpha,Keener,B,CA,low,0,0
Emerson,Julia,B,ID,low,0,0
Quentin,Zurcher,B,IL,low,1,0
Gwenn,Colla,B,NJ,low,1,0
Ceola,Kiel,B,TX,low,0,0
Raul,Crupi,A,KY,high,0,0
Lorrie,Vizarro,A,CA,low,1,0
Yuki,Yori,A,IN,low,1,0
Arlene,Ryser,A,NJ,low,0,0
Felicidad,Oldroyd,B,ME,low,0,0
Lashawnda,Jayson,B,CA,low,1,0
Moon,Tolfree,B,IL,low,0,1
Gilma,Sarbacher,A,TX,high,1,0
Carlee,Yaw,A,CA,low,0,0
Elza,Crupi,A,CT,low,0,0
Corinne,Klang,B,MD,low,0,0
Malcolm,Briddick,B,FL,low,0,0
France,Hoopengardner,B,NY,low,0,0
Natalie,Lukasik,A,CA,low,0,0
Jennifer,Cloney,B,MI,low,0,1
Yuki,Miro,B,NC,low,1,0
Lonna,Dhamer,B,NY,low,0,0
Aliza,Gibes,B,NC,low,0,1
Lorean,Sergi,B,CA,low,0,0
Salome,Mcnease,B,TX,low,0,0
Reena,Hoogland,B,OH,low,0,0
Junita,Parvis,A,MD,low,0,0
Shawna,Palaia,B,IN,low,0,0
Veronika,Flosi,B,MD,low,0,0
Sharen,Paulas,B,FL,medium,0,0
Brock,Varriano,A,NY,low,0,0
Alline,Centini,B,NY,low,0,0
Sabra,Kitty,A,CA,low,0,0
An,Frankel,B,PA,low,0,0
Candida,Vanheusen,A,TX,low,0,0
Lorrie,Slayton,A,CA,low,0,0
Norah,Gellinger,B,NY,low,0,0
Kimbery,Andreason,A,CA,low,0,0
Carlee,Drymon,A,CA,low,0,0
Caprice,Mcrae,B,MI,low,0,0
Carlee,Klang,A,WI,low,0,0
Bok,Cork,B,MA,low,1,0
Lawrence,Hirpara,B,AZ,low,1,0
Raymon,Storment,B,RI,low,1,0
Minna,Mirafuentes,B,CA,low,0,0
Stephen,Kohl,A,MO,high,0,0
Marge,Nayar,A,VA,low,1,0
Helga,Ferencz,A,IN,low,0,0
Gary,Monarrez,B,RI,low,0,0
Lilli,Juhas,A,CA,low,0,0
Salome,Maybury,B,FL,low,0,0
Gary,Waycott,A,CA,low,0,0
Shalon,Ruta,B,CA,low,1,1
Tasia,Sama,B,FL,low,0,0
Eden,Stuer,B,TX,low,0,0
Billye,Gobern,B,TX,medium,0,0
Heike,Wildfong,B,CO,low,0,0
Alpha,Biddy,B,OH,low,0,0
Cathrine,Tromblay,A,NJ,low,0,0
Roxane,Gabisi,A,CA,low,1,0
Aliza,Dewar,B,NY,low,1,0
Adelina,Herritt,B,MD,low,0,1
Helaine,Jillson,B,NY,low,0,0
Carma,Frankel,B,LA,low,0,1
Jacqueline,Shadrick,A,OH,low,0,0
Rosio,Hamilton,B,TX,low,0,0
Jolene,Francescon,A,NV,low,0,0
Amber,Inouye,A,MD,low,0,0
Luisa,Schirpke,B,WA,low,0,0
Brittni,Bayless,A,NY,low,1,0
Goldie,Regusters,A,SD,low,1,1
Jettie,Mauson,A,CA,low,1,0
Deeanna,Mclaird,B,NJ,low,0,0
Benedict,Kolmetz,A,RI,medium,1,0
Derick,Padilla,A,TX,medium,0,0
Krissy,Reitler,A,NH,low,0,0
Bok,Corrington,B,NY,low,0,0
Abel,Nabours,A,PA,low,0,0
Felix,Plumer,B,MI,low,0,0
Raul,Ahle,B,NC,low,0,1
Jamal,Isenhower,B,AK,low,0,0
Myra,Gesick,B,TX,low,0,0
Stephaine,Dhamer,A,NC,high,1,0
Louvenia,Rhymes,A,KS,low,1,0
Casie,Bruschke,A,NJ,high,0,0
Merilyn,Borgman,B,NC,low,0,0
Markus,Chui,B,PA,low,0,0
Adelina,Adkin,B,CT,medium,0,0
Merlyn,Martabano,B,ME,low,1,0
Mitzie,Vanheusen,B,TN,low,0,0
Freeman,Hochard,A,NJ,low,0,0
Deandrea,Brossart,B,FL,low,0,0
Mitsue,Nabours,A,FL,low,0,0
Nieves,Ferrario,B,FL,medium,0,0
Dalene,Juvera,B,NY,medium,0,0
Kate,Nayar,B,CA,low,0,0
Alline,Motley,B,MA,low,0,0
Marge,Eroman,A,CA,low,0,0
Sylvia,Isenhower,B,NY,low,0,0
Cecilia,Gehrett,A,LA,medium,0,0
Rory,Candlish,B,CA,low,0,0
Britt,Shinko,B,PA,low,1,0
Kattie,Oles,A,IL,low,0,0
Haydee,Worlds,B,CA,low,0,0
Irma,Koppinger,A,NJ,high,0,0
Franklyn,Timenez,B,MA,low,1,0
Tarra,Corbley,B,ME,low,0,0
Stephaine,Estell,A,CA,low,0,0
Carmela,Weirather,B,NJ,medium,1,0
Ettie,Chavous,A,CA,low,0,0
Leonora,Shire,A,SC,low,0,0
Fausto,Perigo,A,CA,low,0,0
Ceola,Tomblin,B,NJ,low,0,0
Kayleigh,Klonowski,A,MA,low,0,0
Jovita,Gehrett,B,IL,low,0,0
Joseph,Gesick,A,VA,low,0,0
Alex,Luczki,B,OH,low,0,0
Rozella,Korando,A,IN,low,0,0
Salena,Zurcher,B,NJ,low,0,0
Elli,Fallick,B,TX,high,0,0
Evangelina,Klimek,A,MI,low,0,0
Raymon,Kalafatis,B,MD,low,0,1
Ashlyn,Ennaco,A,OH,low,1,1
Quentin,Wenner,B,NY,low,0,0
Kimbery,Rulapaugh,B,MD,low,0,1
Raylene,Brossart,B,MA,low,0,0
Andra,Hidvegi,A,CO,medium,0,0
Yvonne,Fishburne,A,NJ,low,0,0
Aliza,Lace,A,CA,low,1,0
Danica,Lawler,A,LA,low,0,0
Yuki,Sama,B,FL,low,1,0
Lauran,Loader,B,CA,low,0,0
Stevie,Mai,A,TX,low,1,1
Carmen,Cork,A,MI,low,0,0
Derick,Adkin,A,PA,low,0,1
Audry,Bubash,B,CO,medium,0,1
Felicidad,Calvaresi,B,WA,low,1,0
Rickie,Gesick,A,IL,low,0,0
Dick,Menter,B,AK,low,0,0
Vilma,Whobrey,A,TX,low,0,0
Leonida,Pedrozo,A,NV,low,0,0
Latrice,Rentfro,B,TX,low,0,0
Tawna,Demesa,B,MD,low,0,0
Glory,Martabano,A,OH,low,0,0
Loreta,Hellickson,A,CA,low,0,0
Jeanice,Dickerson,A,MS,medium,0,1
Selma,Lietz,B,PA,low,0,0
Herman,Stenseth,A,FL,low,1,0
Bulah,Caiafa,B,MD,low,0,0
Jennifer,Isenhower,B,NJ,low,0,1
Ty,Hoa,A,NY,low,0,0
Cassi,Halsey,A,MO,low,1,0
Kirk,Dhamer,B,NY,low,0,0
Gearldine,Oles,A,NY,low,0,0
Earleen,Eschberger,A,NJ,low,0,0
Raul,Turinetti,B,NY,low,0,0
Kaitlyn,Caldarera,A,CA,low,0,1
Kanisha,Frey,A,MA,low,0,0
Viva,Palaspas,A,CA,low,0,0
Valentin,Yum,A,CA,low,0,0
Olive,Ennaco,A,CA,low,0,0
Roselle,Tomasulo,A,NY,high,0,0
Frederica,Lindall,A,FL,low,0,1
Filiberto,Royster,A,NJ,low,0,0
Twana,Breland,A,NH,low,0,0
Glendora,Nunlee,A,RI,low,0,0
Justine,Canlas,A,NJ,low,0,0
Alisha,Hellickson,A,NY,high,0,0
Oretha,Deleo,B,KY,low,0,0
Kristeen,Skulski,B,GA,low,0,0
Carmen,Lacovara,B,NC,low,0,1
Fletcher,Hagele,B,NJ,medium,0,1
Matthew,Sarbacher,A,TN,low,0,0
Buddy,Goldammer,B,GA,low,1,0
Daron,Monarrez,A,TX,low,0,0
Tasia,Tawil,B,NY,low,0,0
Moon,Breland,B,TX,low,0,0
Leslie,Stockham,B,NY,low,0,0
Gayla,Mastella,A,NY,low,1,0
Vincenza,Lueckenbach,B,WI,low,0,0
Erick,Perigo,A,NY,low,0,1
Diane,Caldarera,B,NH,medium,0,0
Lai,Fillingim,A,CT,low,0,0
My,Acey,A,IN,low,0,1
Joni,Dilliard,A,MI,low,0,0
Carlee,Hoopengardner,B,AZ,low,0,0
Alpha,Scheyer,A,VA,low,1,0
Cordelia,Sturiale,B,PA,low,0,0
Sherita,Emigh,B,OH,low,1,0
Jamal,Shin,A,FL,low,0,0
Kiley,Meinerding,B,CA,low,0,1
Ronny,Jayson,B,MN,low,0,0
Elouise,Auffrey,A,OH,low,0,0
Maurine,Callaro,B,RI,low,1,0
Gail,Nayar,B,CO,low,0,0
Olive,Castros,A,NJ,low,1,0
Ernest,Arceo,A,WI,low,0,0
Trinidad,Corbley,B,IL,low,0,0
Chauncey,Mirafuentes,A,NJ,medium,0,0
Louisa,Hanafan,B,TX,high,0,0
Lonna,Theodorov,B,NY,low,0,0
Gary,Duenas,A,PA,low,0,0
Weldon,Venere,A,PA,low,0,0
Nieves,Flister,A,NJ,low,1,0
Tonette,Wieser,A,HI,low,1,0
Buddy,Blackwood,A,TN,low,0,0
Dominque,Andreason,B,PA,low,1,0
Weldon,Sama,A,WI,low,1,0
Cecily,Benimadho,A,NY,low,0,0
Ruthann,Ventura,A,MA,low,0,0
Joseph,Bowley,A,CA,low,0,0
Jesusa,Nicolozakes,B,CA,low,0,0
Taryn,Kitzman,A,GA,low,1,0
Christiane,Estell,A,CA,low,0,0
Veronika,Hoffis,A,MI,low,0,0
My,Colaizzo,A,CA,low,1,0
Blair,Monterrubio,A,TX,low,0,0
Venita,Sturiale,A,AZ,low,0,0
Maurine,Louissant,B,TX,low,0,0
Thurman,Bowley,A,ID,low,0,0
Linn,Hanafan,A,TN,low,0,0
Arlette,Wenzinger,A,CA,low,0,1
Gregoria,Foller,A,ID,low,0,0
Jesusita,Shadrick,A,NY,low,0,0
Cristy,Sturiale,A,PA,low,0,0
Blair,Paprocki,B,NJ,low,0,1
Josphine,Maybury,A,NJ,low,0,0
Theodora,Modzelewski,A,GA,low,0,0
Wynell,Vonasek,A,MA,low,0,0
Teddy,Gillian,B,MD,low,0,0
Latrice,Slayton,A,FL,low,1,0
Lorean,Gabisi,B,CA,low,0,0
Pamella,Marrier,B,PA,low,0,0
Lilli,Perin,A,VA,low,0,0
Josphine,Albares,B,MD,low,0,0
Lashon,Caiafa,A,NJ,low,1,0
Brett,Hoogland,A,LA,medium,0,0
Shawna,Ferrario,B,CA,low,1,0
Yuki,Corbley,B,PA,low,0,1
Noah,Flosi,B,NY,low,0,1
Lili,Albares,B,HI,low,1,0
Ernest,Kaniecki,B,PA,low,1,0
Chantell,Timenez,B,NJ,low,0,0
Mireya,Tollner,A,NC,low,0,0
Donte,Kolmetz,B,NJ,low,0,0
Glendora,Worlds,B,NJ,low,1,0
Micaela,Wieser,B,NJ,low,1,0
Kati,Lizama,B,CA,low,1,0
Aliza,Kaniecki,A,NJ,medium,1,0
Glenna,Whobrey,B,IL,low,0,0
Glenn,Shinko,B,TN,low,0,0
Levi,Farrar,B,GA,medium,0,0
Jade,Candlish,A,AK,medium,0,0
Bok,Hughey,A,MD,low,0,0
Shalon,Zurcher,B,FL,medium,0,0
Quentin,Gudroe,A,NY,low,0,0
Teri,Bruschke,B,MD,low,0,0
Yvonne,Pontoriero,A,PA,low,0,0
Joesph,Harabedian,A,CA,low,0,0
Frederica,Plumer,A,CA,low,0,0
Glenna,Palaspas,A,GA,medium,0,0
Margart,Cartan,A,CA,low,0,0
Kasandra,Semidey,A,CA,low,1,0
Cyril,Parlato,A,CA,low,0,0
Xuan,Vanheusen,B,PA,low,1,0
Eden,Zurcher,B,CA,low,0,0
Donette,Estell,A,IL,low,0,0
Lonny,Weglarz,A,IN,medium,0,0
Ressie,Nayar,B,WY,low,1,0
Luisa,Paprocki,A,WA,low,0,0
Lizette,Giguere,A,AK,low,0,0
Dalene,Gellinger,B,VA,high,0,0
Virgie,Layous,A,OH,low,0,0
Lenna,Engelberg,B,IN,low,0,1
Devora,Degroot,A,NJ,low,1,0
Sage,Pelkowski,B,TX,low,0,0
Deonna,Reitler,A,NY,medium,0,0
Claribel,Demesa,B,NJ,low,0,0
Gladys,Lawler,B,CA,medium,1,0
Chau,Kusko,B,MI,low,0,1
Carmela,Hamilton,A,CA,low,1,0
Regenia,Thyberg,A,TX,low,1,0
Kati,Gillaspie,B,NY,low,0,0
Kasandra,Strassner,B,TX,low,0,1
Rozella,Biddy,B,TN,low,0,0
Natalie,Marrier,A,CA,low,0,0
Linn,Westerbeck,A,GA,low,1,0
Lonna,Drymon,B,UT,medium,0,0
Fletcher,Theodorov,A,NM,low,1,0
Sue,Martabano,B,WY,low,0,0
Kiley,Bergesen,B,PA,high,0,0
My,Vocelka,A,NY,medium,0,0
Talia,Limmel,B,IL,low,0,0
Aliza,Samara,A,NV,low,0,0
Meaghan,Zepp,B,WI,low,0,0
Pamella,Wolfgramm,B,OR,low,0,0
Rima,Stockham,B,NY,high,0,0
Layla,Samu,A,TX,low,0,0
Leota,Merced,B,OH,low,0,0
Nelida,Lother,A,CA,low,0,0
Nana,Stem,A,GA,low,0,0
Delmy,Layous,A,OR,low,0,1
Norah,Aredondo,A,CA,low,0,0
Jose,Saras,A,OR,low,0,0
Janey,Jeanty,A,LA,medium,0,0
Lettie,Bartolet,A,OH,low,0,0
Nieves,Merced,B,IL,low,0,1
Keneth,Hoogland,B,TX,medium,0,1
Sylvie,Eroman,A,NJ,low,1,1
Kaitlyn,Yum,B,CA,low,0,0
Lashon,Palaia,A,KY,medium,1,0
Golda,Borgman,A,AZ,low,0,0
Alaine,Lace,B,NJ,low,0,0
Rebecka,Rhymes,B,PA,low,0,0
Brett,Chaffins,B,NE,low,0,0
Denise,Regusters,B,NJ,low,0,0
Celeste,Dubaldi,A,NJ,low,0,0
Karan,Juhas,A,MD,low,0,1
Allene,Keneipp,B,NY,low,1,0
Malinda,Kitty,A,PA,low,0,0
Olive,Gabisi,A,PA,low,1,0
Jenelle,Rhym,A,CA,low,0,0
Theodora,Mccullan,B,FL,low,0,0
Renea,Stenseth,B,PA,low,0,0
Merissa,Ragel,A,FL,low,0,0
Stevie,Halter,A,NJ,low,0,0
Daniel,Sweigard,A,MI,low,0,0
Roosevelt,Bitsuie,A,MN,low,0,0
Amber,Arias,B,GA,low,0,1
Luisa,Bolognia,A,CA,low,0,0
Geoffrey,Poquette,A,NY,low,1,0
Stephaine,Fritz,B,NJ,high,1,0
Allene,Lapage,A,OH,low,0,0
Elke,Bruschke,B,CA,low,0,0
Carey,Hoa,B,MD,low,0,0
Thurman,Limmel,B,CA,low,0,0
Cyril,Yglesias,B,FL,low,1,0
Carlee,Halter,B,MS,low,0,0
Portia,Agramonte,B,PA,low,0,0
Brock,Kolmetz,A,NY,low,0,0
Bulah,Cantres,B,NY,low,0,0
Alisha,Leinenbach,B,PA,low,0,0
Louvenia,Lorens,B,NC,low,1,0
Wilda,Mai,B,MN,low,0,0
Lilli,Scriven,B,FL,medium,0,0
Olive,Gwalthney,A,CO,low,0,0
Evangelina,Scriven,B,CA,low,0,0
Scarlet,Crupi,B,FL,low,1,0
Charlene,Hoopengardner,A,CA,high,0,0
Raul,Dorshorst,A,CA,low,0,0
Youlanda,Francescon,B,IL,low,0,0
Judy,Rodenberger,B,NH,low,0,0
Cheryl,Shadrick,A,CA,medium,0,0
Gwenn,Corrington,B,IL,low,0,0
Jutta,Gwalthney,B,CA,low,0,0
Ronny,Vocelka,B,OH,low,0,0
Delisa,Kardas,B,MA,low,0,0
Sylvia,Sturiale,A,CT,low,1,0
Chaya,Miro,A,SC,low,1,0
Sharen,Rodefer,A,FL,low,0,0
Elke,Nievas,B,CO,high,0,0
Estrella,Brucato,B,CA,low,1,0
Arlene,Gudroe,A,WY,low,0,0
Helga,Dilello,A,MN,low,0,0
Cristy,Rentfro,A,KS,low,0,0
Lai,Coyier,B,MD,low,0,0
Vincenza,Cronauer,B,TX,low,1,1
Glenna,Swayze,A,CA,medium,0,0
Allene,Dickerson,A,MO,low,0,0
Bobbye,Stockham,B,MN,low,0,0
Katina,Gleich,B,FL,low,0,0
Nichelle,Herritt,A,NY,low,0,0
Ernie,Manno,B,CA,low,0,0
Janine,Kampa,B,MI,low,0,0
Delisa,Kulzer,B,WI,high,0,0
Arthur,Zurcher,A,NJ,low,1,0
Lynelle,Maisto,B,NJ,low,0,1
Rolande,Storment,A,FL,low,0,0
Vincenza,Sturiale,A,OH,low,0,0
Lindsey,Buemi,B,MI,high,0,0
Dominque,Kulzer,A,NJ,medium,0,1
Vallie,Butzen,A,NY,low,0,0
Shenika,Maybury,A,OR,low,0,0
Fabiola,Discipio,A,MD,low,1,0
Moon,Loder,A,NY,low,0,0
Adelina,Waycott,A,PA,low,0,0
Jade,Suffield,A,NY,medium,0,0
Howard,Gabisi,B,CA,low,0,0
Solange,Eroman,A,MA,low,0,0
Howard,Fredicks,A,IL,low,0,1
Whitley,Kaniecki,B,KS,low,1,0
Carey,Brossart,A,CA,low,0,1
France,Bennick,A,NJ,low,0,0
Rhea,Vanausdal,B,NJ,low,0,0
Willow,Kardas,B,PA,medium,0,0
Elvera,Wolfgramm,A,IN,low,0,0
Marjory,Mondella,B,CA,low,1,0
Sue,Malvin,B,NY,low,1,0
Van,Tegarden,B,TX,low,0,0
Sage,Ryser,A,LA,low,0,0
Lucina,Shadrick,B,PA,low,1,0
Carmelina,Weirather,B,CA,low,0,0
Carey,Grenet,B,CA,low,1,0
Alesia,Dewar,A,FL,low,0,0
Lashon,Dopico,B,NY,low,0,0
Paz,Birkner,B,CA,low,0,1
Leatha,Keener,A,MS,low,0,0
Twana,Jacobos,B,CO,low,0,0
Allene,Candlish,B,RI,low,0,0
Selma,Cousey,A,FL,low,1,0
Emerson,Stenseth,A,AZ,low,1,0
Heike,Eschberger,B,FL,low,0,0
Denise,Cousey,B,CA,low,1,0
Adelina,Baltimore,B,CA,low,0,0
Lavera,Strassner,B,LA,low,1,0
Felix,Bookamer,B,NY,low,0,0
Melodie,Wieser,A,MA,low,1,0
Alisha,Frey,B,WI,low,1,1
Jennie,Wide,B,AR,low,0,0
Estrella,Padilla,B,CA,low,0,0
Timothy,Riden,B,VA,low,0,0
Lavera,Labreche,B,WY,low,0,0
Paz,Gudroe,A,NJ,low,1,0
Lizette,Scheyer,A,MD,low,0,0
Carmela,Tjepkema,A,CA,low,0,0
Carlee,Witten,A,TX,low,0,0
Alishia,Saras,B,TX,low,0,0
Dottie,Meinerding,A,MI,low,0,0
Beckie,Miceli,B,DC,low,0,0
Freeman,Dilliard,A,TX,low,0,0
Eun,Waycott,B,MO,low,0,0
Willard,Pawlowicz,A,NJ,low,0,0
Kerry,Limmel,A,OH,low,0,0
Latrice,Steffensmeier,B,CA,low,0,0
Ahmed,Devreese,A,TX,low,0,0
Kenneth,Buemi,A,SC,low,0,0
Sheron,Biddy,B,WY,medium,0,0
Renea,Wolny,B,IL,low,0,0
Xochitl,Karpel,B,MI,low,1,0
Linn,Royster,B,OH,low,0,1
Tamar,Diestel,A,PA,low,0,0
Brett,Rodenberger,B,TX,low,0,1
Andra,Paprocki,B,NY,low,1,0
Denise,Calvaresi,A,CT,high,0,0
Raul,Vizarro,B,NY,low,0,0
Sabra,Mastella,B,WA,low,0,1
Caprice,Slusarski,A,NJ,high,1,1
Fausto,Samu,A,NY,low,0,0
Herman,Jillson,B,CA,low,0,0
Amie,Acey,A,CA,medium,1,0
Nan,Pontoriero,B,CA,low,0,0
Gary,Colaizzo,A,MA,low,1,0
Glen,Myricks,A,CA,low,0,0
Marjory,Sarbacher,B,OH,low,0,0
Kasandra,Heimann,B,NJ,low,0,1
Celeste,Gochal,B,IN,low,0,0
Ruthann,Walthall,B,MD,low,0,0
Judy,Hiatt,A,NE,medium,0,0
Junita,Colla,B,NJ,low,0,0
Dorthy,Felger,A,PA,low,0,0
Cherry,Emigh,B,NY,low,0,0
Cecily,Wiklund,A,WY,low,0,0
Maryann,Hiatt,B,TX,low,0,0
Yvonne,Tolfree,A,CA,high,0,1
Carmelina,Ketelsen,A,IL,low,0,0
Valentine,Fern,A,PA,low,0,1
Lashon,Mallett,A,CO,low,1,0
Ryan,Mastella,A,PA,low,1,0
Rhea,Amyot,A,MA,low,1,0
Albina,Bruschke,A,HI,low,0,0
Barrett,Westerbeck,B,NY,low,0,0
Donette,Walthall,A,VA,low,1,0
Arlette,Farrar,B,NM,low,0,0
Roslyn,Toelkes,B,MN,low,0,0
Carin,Loder,A,NJ,low,0,0
Lavera,Mclaird,B,MD,low,1,0
Alpha,Latzke,A,CA,low,0,0
Laurel,Wenner,B,CA,low,1,1
Ressie,Cartan,B,CA,low,0,0
Lorean,Fritz,B,MI,low,0,0
Minna,Lueckenbach,A,LA,low,0,0
Virgie,Greenbush,A,IN,low,0,0
Carmela,Boord,A,NY,low,0,0
Glen,Melnyk,B,TX,low,0,0
Erick,Walthall,A,TN,low,0,0
Becky,Labreche,A,LA,low,0,0
Willow,Sweely,B,CA,high,0,0
Sharen,Arias,A,MD,low,0,0
Alline,Isaacs,B,MO,low,0,0
Jade,Shin,B,NJ,low,0,0
Carlee,Arias,A,WY,low,1,0
Andra,Wildfong,B,KS,low,1,0
Katina,Barfield,B,IL,low,0,0
Alex,Aquas,A,NM,low,0,0
Lorrine,Layous,A,ME,high,1,0
Marjory,Waymire,B,CA,low,0,0
Lonna,Haufler,B,NJ,medium,0,0
Bernardine,Daufeldt,B,AZ,low,0,0
Chanel,Rhymes,B,MI,low,0,0
Gail,Centini,A,TX,low,0,0
Charlene,Miceli,A,NJ,low,0,0
Tasia,Bookamer,A,LA,low,0,0
James,Sahagun,B,NJ,low,0,0
Nelida,Angalich,A,CA,low,0,0
Alpha,Perin,A,KS,low,0,0
Freeman,Haufler,B,NY,low,0,0
Kayleigh,Buemi,A,TX,low,0,0
Gayla,Gibes,B,FL,low,1,1
Loren,Hochard,A,NJ,medium,0,0
Diane,Isenhower,B,CA,low,1,1
Jolene,Gellinger,A,MO,low,0,0
Marge,Shields,A,CT,low,0,0
Markus,Engelberg,B,IN,low,1,0
Erick,Eroman,A,NY,low,1,1
Shalon,Juhas,A,NY,low,0,0
An,Dewar,A,CA,low,1,0
Levi,Pontoriero,A,MD,low,0,0
Angella,Bachman,B,NY,low,0,0
Raina,Luczki,A,MD,low,0,0
Skye,Birkner,A,AK,low,1,0
Zona,Campain,A,WA,low,1,1
Jennie,Martabano,B,ND,low,1,0
Taryn,Lipke,A,NJ,low,0,0
Laurel,Kiel,A,CA,low,0,0
Lucina,Chickering,B,WI,low,0,0
Elouise,Stimmel,A,NJ,low,1,0
Glory,Stenseth,A,NJ,low,1,0
Vincenza,Blunk,A,KS,low,0,0
Willard,Fallick,B,KS,low,0,0
Staci,Paulas,B,GA,low,0,0
Scarlet,Denooyer,A,HI,low,1,0
Sharen,Chui,B,CA,low,0,0
Alesia,Tomasulo,B,OK,low,1,0
Mattie,Suell,B,NJ,low,0,1
Dulce,Storment,A,NJ,low,0,0
Donte,Buzick,B,WA,low,0,0
Regenia,Bayless,A,KY,low,0,0
Alaine,Martabano,B,PA,low,0,0
Annelle,Berlanga,A,NJ,low,0,0
Joseph,Jeanty,A,IN,low,1,0
Reena,Blunk,B,CA,low,0,0
Marjory,Vonasek,A,NJ,medium,1,0
Jolanda,Brucato,A,OH,low,1,1
Ciara,Wrinkles,B,CA,low,0,0
Keneth,Spickerman,A,PA,low,0,1
Kimbery,Aquas,B,NY,medium,0,0
Mattie,Garufi,B,CA,low,0,0
Cammy,Dhamer,B,CA,low,0,0
Leatha,Schirpke,B,CA,low,0,0
Fatima,Berray,B,RI,medium,0,0
Adell,Bayless,B,TX,low,0,0
Daniela,Miro,B,FL,low,0,0
Hubert,Vocelka,B,SC,low,1,0
Alyce,Beech,A,IL,low,0,0
Lonna,Caiafa,A,AZ,low,0,0
Judy,Perin,B,NY,low,0,1
Rozella,Hoffis,B,MD,medium,0,0
Tiera,Regusters,B,MD,high,0,0
Gwenn,Tomasulo,B,TX,low,0,0
Janine,Flister,B,AZ,low,0,0
Loren,Westerbeck,A,CA,low,1,0
Jennifer,Stenseth,B,CA,low,1,0
Deandrea,Wide,B,MD,low,0,0
Cathrine,Raymo,B,CT,low,0,0
Peggie,Brideau,A,TX,low,0,0
Sheridan,Skursky,B,CA,low,1,0
Jennifer,Acuff,A,TX,low,0,0
Shenika,Tawil,A,CA,low,0,0
Mariann,Turinetti,A,MA,low,0,0
Lonna,Barfield,B,NJ,low,1,0
Tammara,Halsey,B,RI,low,0,0
Jesusa,Fern,A,ME,low,0,0
Rima,Burnard,A,OH,low,0,0
Blair,Farrar,B,SD,medium,0,0
Kristofer,Bourbon,B,MI,low,0,0
Alex,Abdallah,A,CA,low,0,1
Casie,Hagele,A,NY,low,0,0
Ammie,Mclaird,A,FL,low,0,0
Gilma,Sturiale,B,MS,low,1,0
France,Agramonte,B,FL,low,0,0
Ty,Vanheusen,B,WY,low,0,1
Bulah,Scriven,B,MN,low,0,0
Jolanda,Maisto,B,OR,low,0,0
Erinn,Tawil,B,NY,low,0,0
Abel,Discipio,A,CA,low,0,0
Barrett,Mconnell,B,FL,low,0,0
Corinne,Rhymes,B,TX,low,0,0
Venita,Louissant,B,AZ,low,0,0
Casie,Rhymes,A,CT,low,1,1
